"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bhutan","BTN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","128717410.916031","139150441.30485","141366534.471459","156687192.069307","160459970.536972","163272314.834276","191230747.105472","242770861.58179","272241005.229885","264725206.950092","287658184.003427","240319995.602463","240215763.888889","225998091.177435","258985597.704814","290464801.110083","303435517.922664","352260952.905536","363452787.203102","399268801.672085","424464089.897641","461444513.66815","520849551.532606","604041957.921855","682523857.01677","796938120.181406","874989895.601121","1168308516.63301","1227808790.6733","1234014291.82342","1547991317.81183","1777101316.67756","1781281281.57912","1756215665.09323","1907090813.45906","2003598212.99135","2158972129.00307","2450364928.07302","2446866404.93058","2535657069.05537","2315436303.29988","",
"Botswana","BWA","GDP (current US$)","NY.GDP.MKTP.CD","30412308.9864012","32902336.644746","35643207.6265246","38091150.566196","41613969.0506064","45790869.7473126","51464435.1464435","58646443.5146444","66248256.6248257","77356914.0788191","96245114.4611949","127456485.120719","164466873.706004","244129088.027662","306033848.417954","355172413.793103","372010119.595216","451603325.415677","590376720.598889","819877300.613497","1060923829.13021","1073861599.13948","1014907254.54016","1172258182.14969","1240796364.75662","1114764007.14811","1392634771.9653","1965274882.36345","2644536804.11244","3083800684.89751","3790567051.86778","3942792837.35655","4146513722.33019","4160086253.1468","4259330999.03151","4730611067.02258","4847752842.78924","5020214747.45261","4790458837.17078","5484257417.17844","5788329609.15755","5489608299.66445","5438857106.73536","7511582173.37724","8957467706.5354","9918907108.09702","10137883299.3156","10939053365.4786","10945070441.9283","10267133177.7334","12786654498.3514","15351972361.1477","14380004175.1194","14901750991.2012","15654660710.108","13578754072.4652","15082578064.8002","16088437675.1648","16914245098.0392","16695925027.1944","14930072799.0084","17613846472.9916",
"Central African Republic","CAF","GDP (current US$)","NY.GDP.MKTP.CD","112155598.949571","123134584.467673","124482748.937917","129379097.888958","142025069.461676","150574816.300764","157930041.875883","163820538.867947","191767436.956884","188039191.323608","189106554.521277","201450768.367553","230317908.038643","271183061.359635","281398668.160613","378660016.265936","451152449.984411","507298120.68315","610578523.761178","700764892.704831","797048028.773247","694803502.722356","748312283.726758","658679394.907969","637820620.670195","864849765.059664","1122265026.38274","1200991825.95398","1264899368.20165","1233930277.04922","1440711395.67069","1377375030.52921","1411917558.45855","1278781166.72188","851174350.649409","1115389731.79119","1007791186.20106","937741468.029676","967338348.658314","999477510.686632","916777282.651168","932648604.420575","996068145.608021","1142315522.1989","1272360516.62022","1337894379.62649","1461859762.62791","1699811293.2576","1993407886.56402","2067381663.75378","2142591375.85053","2437982839.63072","2510126699.05356","1691544192.38242","1894813504.52945","1695825708.45604","1825018190.85071","2072349974.15272","2220978978.17342","2221301400.72468","2326720920.59223","2516498299.01212",
"Canada","CAN","GDP (current US$)","NY.GDP.MKTP.CD","40461721692.6468","40934952063.9468","42227447631.9159","45029988561.2124","49377522896.703","54515179580.7148","61088384036.6515","65668655501.1254","71829810519.8955","79148411661.6902","87896095320.1263","99271961774.6088","113082820486.918","131321858814.119","160408697341.513","173834029689.343","206575564908.722","211612157028.679","218632867537.477","243072102612.259","273853826548.067","306214863624.99","313506525087.136","340547711781.889","355372558103.621","364756499450.751","377437927311.983","431316742081.448","507354351182.254","565055743243.243","593929550908.468","610328183643.188","592387689252.916","577170761956.438","578139279437.61","604031623433.401","628546387972.131","654986999855.554","634000000000","678412196271.118","744773415931.587","738981792355.372","760649334098.005","895540646634.787","1026690238278.25","1173108598778.68","1319264809590.97","1468820407783.26","1552989690721.65","1374625142157.29","1617343367486.26","1793326630174.52","1828366481521.6","1846597421834.98","1805749878439.94","1556508816217.14","1527994741907.43","1649265644244.09","1725329192783.02","1742015045482.31","1645423407568.36","1990761609665.23",
"Central Europe and the Baltics","CEB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256335875977.442","242728591902.057","259967235199.875","274115786150.971","310946964074.107","393352948423.094","416122304768.619","410087083944.209","448799835834.191","434972267340.216","428307303232.491","468825006329.801","528392950952.861","634139360251.065","763216404613.204","886849878955.78","1002925866071.31","1266805604460.73","1532956064060.26","1290896340202.07","1318170441878.33","1449339068443.49","1353315149256.49","1422763976505.68","1465927584533.31","1293063507844.1","1321561802163.9","1464532904458.85","1645463203193.69","1673863310975.42","1654916154373.08","1887902464087.12",
"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD","9522746719.21614","10712712465.0522","11879982758.5619","13063643795.7884","14480556571.5476","15346741669.7575","16480058704.8531","17740013179.26","18942729779.1","20524886616.4789","","","","","","","","","","","122660905890.076","112339195092.149","115140108850.909","114730757467.486","109547355832.66","111073640470.473","159223703930.18","199403912956.009","215721878630.493","208280848462.62","265987061618.198","269127820781.032","280156819798.037","272466458446.129","301628489434.818","353132515010.571","340471241909.385","295121356714.67","303882354117.809","298520480628.412","279841151705.353","287226531168.523","310175772488.13","363063293977.872","405531321270.607","420544947799.55","443801905407.561","493537376707.764","570304197211.707","558199868578.256","603434493402.679","722038242134.62","692109693986.886","712748124222.61","734396591036.932","702149580770.901","695600652899.283","704478516963.855","735539301552.674","731767398052.879","752248045730.11","812866928867.47",
"Channel Islands","CHI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5945445051.30899","6263177944.41707","6439403014.0037","6233310060.38969","6663436031.24708","7332574115.57254","8553956571.09378","8827299477.20007","9676410337.59329","11515258634.0085","","","","","","","","","","","","","","",
"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD","4110000000","4609727272.72727","5416272727.27273","5668187500","5982347826.08696","6026593750","7072641025.64103","7013196078.43137","7167086956.52174","8377093023.25581","9126309734.51328","10884114754.0984","11853817307.6923","16836261173.1844","16210404183.5358","7622217352.34216","10341925249.0421","13962893421.5413","15989933708.1491","21803696985.2349","29036709871.7949","34509878043.5897","25325893205.657","20355959237.2128","19622527479.6913","17702885393.5099","18891048818.7425","22255407684.6999","26040229793.0697","29885685142.9107","33113887818.957","37834793730.3133","45964327558.8836","49297773130.1185","57008425295.8256","73447063319.3034","78574385335.5811","85728899954.449","81995304456.1038","75596103237.1555","78249883995.6255","71517080040.6338","70294892400.0639","76507577234.5965","99079230169.6389","122314960843.922","153840051814.059","172565850839.158","179663403196.985","171412642047.328","217105420016.533","251224856981.294","267175872540.066","277239461340.404","259405202008.001","242496649874.236","249298719723.108","276364933679.626","295402652037.155","278584733103.01","252727193710.018","317058508651.76",
"China","CHN","GDP (current US$)","NY.GDP.MKTP.CD","59716467625.3148","50056868957.6732","47209359005.6057","50706799902.5104","59708343488.5043","70436266146.7219","76720285969.6157","72881631326.6715","70846535055.6503","79705906247.4612","92602973434.0726","99800958648.1436","113687586299.051","138544284708.957","144182133387.722","163431551779.761","153940455341.506","174938098826.569","149540752829.268","178280594413.043","191149211575","195866382432.54","205089699858.779","230686747153.257","259946510957.143","309488028132.653","300758100107.246","272972974764.574","312353631207.819","347768051311.741","360857912565.966","383373318083.624","426915712715.856","444731282435.515","564324670008.238","734547898224.101","863746717507.397","961603952954.233","1029043097558.91","1093997267277.1","1211346869600.41","1339395718862.89","1470550015077.93","1660287965663.89","1955347004965.69","2285965892364.2","2752131773358.92","3550342737009.53","4594307032667.98","5101703073088.97","6087163874510.73","7551500124197.17","8532229986993.65","9570406235659.64","10475682920597.7","11061553079871.5","11233276536744.7","12310409370894.2","13894817549380.3","14279937500608","14687673892882","17734062645371.4",
"Cote d'Ivoire","CIV","GDP (current US$)","NY.GDP.MKTP.CD","546203561.571989","618245639.221382","645284344.684118","761047045.830402","921063266.445521","919771356.426097","1024103034.29198","1082922892.15202","1281281245.67032","1361360157.26999","1455482990.24143","1584128262.08933","1849400599.77558","2508421234.8557","3070151901.06383","3893839190.26806","4662053707.7763","6265067857.86534","7900524897.8644","9142935857.94766","10175615441.8127","8432588483.85263","7567109766.61129","6838185418.53642","6841638714.5454","6977650069.33578","9158302205.36237","10087653189.3287","10255170459.986","9757410614.0812","10795850106.9547","10492628915.4927","11152971316.074","11045759468.9412","8313557450.25213","11000146839.497","18071153890.3932","18047557171.7483","19619653924.2697","18870992455.7304","16577533355.4395","16810536883.7177","18054384023.1093","21251755293.9537","23510577108.2304","24036917016.59","25281414472.9891","28760092034.4723","34078243426.009","33886814907.0346","34936305296.9689","36693712824.8232","36302305578.2487","42760237561.4396","48843008580.3288","45814637971.4745","47964234560.0514","51588158717.5348","58011466450.8643","58539424929.7248","61348579465.1017","69764827467.4423",
"Cameroon","CMR","GDP (current US$)","NY.GDP.MKTP.CD","614206071.002235","652777613.643638","694247725.537204","718320701.389784","776650126.190072","814083378.458171","851112662.733069","936175404.642829","1046191192.44383","1100551378.55506","1151217146.98569","1236941200.95222","1498252050.17228","1901393216.00149","2157415245.73471","2857037371.05886","2898089929.08573","3394663844.42834","4662851756.59046","5919004206.90706","6674567625.0807","6610937473.20425","6611255018.23915","6870200658.94097","7311937457.41855","8544809794.26305","11857056336.0312","13049658331.1317","12236058143.0406","11012566160.5043","12314482085.0878","11840192674.1246","12071775380.6503","16181813512.4483","8902446188.0456","10864773036.8363","11093539497.029","10789457915.0457","11298144511.6364","11565827385.6884","10566578952.7857","10953485244.4239","12417251815.8801","15970315751.0277","18826215278.057","19509850837.2745","20910513974.6215","23928251333.7444","27715144580.2691","27932971683.4215","27507499709.071","30630912184.7789","30155064574.0734","33728622819.0912","36386546917.6861","32210232911.6626","33814337900.2831","36098550141.5897","39973839064.6084","39670977332.7348","40804449726.0184","45238613479.8308",
"Congo, Dem. Rep.","COD","GDP (current US$)","NY.GDP.MKTP.CD","3359404117.64706","3086746857.14286","3779841428.57143","6213185742.57426","2881545272.72727","4043901818.18182","4532660181.81818","3384063371.75792","3909780538.92216","5032434970.05988","4877684910.17964","5594770359.28144","6173712814.37126","7870239461.07784","9596960179.64072","10237343173.6527","9648583224.99212","12344424763.5727","15372608002.3923","15068422236.3663","14394927494.8647","12537821038.2202","13651667371.1676","11006712650.4481","7857729193.20343","7195042616.0071","8095367168.21769","7661625472.57705","8861299976.74158","9021862775.18112","9349764580.41173","9633911368.01541","8227200892.44213","10706246370.9325","5820382232.03468","5643439373.42693","5771454939.62404","6090840548.18784","6217806273.17637","4711259427.27273","19088046305.7971","7438189100.33333","8728038525.14034","8937567059.87754","10297483481.223","11964484667.9102","14451902467.9315","16737071816.38","19788515873.8942","18648373312.4241","21565720044.4634","25839749198.8233","29306235826.3885","32679745297.6453","35909040265.9328","37917704900.0794","37134799974.5225","38019265625.8845","47568210068.4862","51775830725.8263","48716960860.0664","53958573693.0513",
